date,state,beds_covid,beds_noncrit,admitted_pui,admitted_covid,discharged_pui,discharged_covid,hosp_covid,hosp_pui
2021-04-26,W.P. Labuan,25,112,0,0,0,0,1,2
2021-04-27,Johor,983,4409,116,86,66,58,462,155
2021-04-27,Kedah,215,1783,1,19,0,14,125,1
2021-04-27,Kelantan,424,2575,4,64,4,54,364,7
2021-04-27,Melaka,125,1048,1,8,0,0,59,6
2021-04-27,Negeri Sembilan,503,1204,2,18,3,20,125,5
2021-04-27,Pahang,701,2113,1,5,0,7,51,3
2021-04-27,Perak,270,2654,0,13,1,14,93,3
2021-04-27,Perlis,57,493,1,1,4,5,8,3
2021-04-27,Pulau Pinang,248,1249,0,22,0,20,126,0
2021-04-27,Sabah,660,2810,10,23,7,32,233,48
2021-04-27,Sarawak,914,3179,126,462,113,570,504,118
2021-04-27,Selangor,1227,4532,129,141,88,140,492,380
2021-04-27,Terengganu,288,1287,4,10,4,14,34,47
2021-04-27,W.P. Kuala Lumpur,254,3930,5,18,3,8,121,31
2021-04-27,W.P. Labuan,25,112,0,0,0,0,2,2
2021-04-28,Johor,983,4409,129,94,67,57,494,129
2021-04-28,Kedah,215,1783,4,7,0,10,127,4
2021-04-28,Kelantan,429,2575,1,75,5,72,365,3
2021-04-28,Melaka,125,1048,6,7,0,10,56,11
2021-04-28,Negeri Sembilan,503,1204,1,27,3,6,145,4
2021-04-28,Pahang,701,2113,1,5,1,5,51,3
2021-04-28,Perak,270,2654,0,12,1,10,97,7
2021-04-28,Perlis,57,493,1,1,1,0,8,3
2021-04-28,Pulau Pinang,248,1249,0,25,0,16,133,0
2021-04-28,Sabah,660,2810,13,19,9,19,248,49
2021-04-28,Sarawak,914,3179,118,428,72,375,488,138
2021-04-28,Selangor,1227,4532,136,136,117,114,510,381
2021-04-28,Terengganu,288,1287,4,16,8,1,49,40
2021-04-28,W.P. Kuala Lumpur,254,3930,4,19,3,8,115,34
2021-04-28,W.P. Labuan,25,112,1,0,0,0,2,3
2021-04-29,Johor,745,4435,71,85,63,55,527,123
2021-04-29,Kedah,215,1783,6,21,1,13,142,5
2021-04-29,Kelantan,479,2607,2,70,0,60,370,2
2021-04-29,Melaka,125,1048,1,10,1,7,59,11
2021-04-29,Negeri Sembilan,503,1204,0,24,0,10,158,4
2021-04-29,Pahang,701,2113,1,8,6,10,24,21
2021-04-29,Perak,270,2654,0,25,0,16,106,4
2021-04-29,Perlis,57,493,1,0,0,1,7,4
2021-04-29,Pulau Pinang,248,1249,0,23,0,9,142,0
2021-04-29,Sabah,660,2810,8,20,17,23,228,45
2021-04-29,Sarawak,914,3179,131,338,145,392,519,177
2021-04-29,Selangor,1227,4532,162,168,126,164,530,350
2021-04-29,Terengganu,288,1287,2,11,5,10,51,40
2021-04-29,W.P. Kuala Lumpur,254,3930,2,17,8,9,128,35
2021-04-29,W.P. Labuan,25,112,0,0,1,1,1,2
2021-04-30,Johor,741,4435,102,108,65,66,565,124
2021-04-30,Kedah,215,1781,3,22,0,17,155,6
2021-04-30,Kelantan,497,2602,0,59,1,54,363,0
2021-04-30,Melaka,125,1048,4,14,0,9,64,15
2021-04-30,Negeri Sembilan,503,1204,1,22,3,24,148,2
2021-04-30,Pahang,701,2113,1,4,3,1,27,19
2021-04-30,Perak,270,2654,1,26,0,16,116,8
2021-04-30,Perlis,57,493,0,1,0,1,7,4
2021-04-30,Pulau Pinang,248,1249,0,27,0,25,139,0
2021-04-30,Sabah,660,2810,5,29,9,26,231,38
2021-04-30,Sarawak,824,2654,128,488,131,501,497,148
2021-04-30,Selangor,1227,4532,150,163,42,158,548,427
2021-04-30,Terengganu,288,1287,2,6,13,9,49,24
2021-04-30,W.P. Kuala Lumpur,281,3930,3,31,3,9,161,38
2021-04-30,W.P. Labuan,25,112,0,0,0,0,1,2
2021-05-01,Johor,741,4427,113,81,82,70,585,132
2021-05-01,Kedah,215,1781,4,29,3,23,176,5
2021-05-01,Kelantan,497,2602,2,73,2,54,375,3
2021-05-01,Melaka,125,1048,0,15,1,14,65,14
2021-05-01,Negeri Sembilan,503,1204,1,16,0,6,155,3
2021-05-01,Pahang,701,2113,0,15,1,5,49,3
2021-05-01,Perak,270,2654,0,24,0,14,113,2
2021-05-01,Perlis,57,493,7,0,3,2,5,9
2021-05-01,Pulau Pinang,248,1249,0,28,0,28,132,0
2021-05-01,Sabah,660,2806,7,19,11,30,212,33
2021-05-01,Sarawak,824,2654,122,388,93,436,491,125
2021-05-01,Selangor,1261,4532,141,160,66,149,555,297
2021-05-01,Terengganu,288,1267,8,8,11,5,51,22
2021-05-01,W.P. Kuala Lumpur,281,3930,3,15,3,5,134,47
2021-05-01,W.P. Labuan,25,112,0,0,0,0,1,2
2021-05-02,Johor,760,4427,76,105,60,64,589,100
2021-05-02,Kedah,215,1781,1,19,0,26,153,3
2021-05-02,Kelantan,525,2602,1,105,3,59,427,1
2021-05-02,Melaka,125,1041,0,17,6,8,74,8
2021-05-02,Negeri Sembilan,503,1204,0,21,0,16,158,2
2021-05-02,Pahang,701,2113,0,11,3,9,51,0
2021-05-02,Perak,270,2654,0,12,1,4,122,4
2021-05-02,Perlis,57,493,0,0,5,0,5,4
2021-05-02,Pulau Pinang,248,1249,0,24,0,12,142,0
2021-05-02,Sabah,649,2804,10,32,8,24,239,35
2021-05-02,Sarawak,824,2640,145,571,89,372,513,150
2021-05-02,Selangor,1261,4552,132,187,89,145,589,297
2021-05-02,Terengganu,288,1267,4,13,4,7,59,20
2021-05-02,W.P. Kuala Lumpur,281,3930,0,23,4,13,128,54
2021-05-02,W.P. Labuan,25,112,0,0,0,0,1,2
2021-05-03,Johor,778,4496,101,114,52,81,626,141
2021-05-03,Kedah,215,1781,4,21,0,15,170,8
2021-05-03,Kelantan,542,2602,4,63,0,79,425,5
2021-05-03,Melaka,125,1041,0,14,2,9,78,6
2021-05-03,Negeri Sembilan,503,1204,0,18,0,9,162,0
2021-05-03,Pahang,701,2113,5,16,0,8,60,5
2021-05-03,Perak,288,2654,0,36,0,11,141,7
2021-05-03,Perlis,57,493,2,3,2,1,7,4
2021-05-03,Pulau Pinang,248,1249,0,30,0,17,152,0
2021-05-03,Sabah,671,2804,9,19,6,22,220,40
2021-05-03,Sarawak,824,2632,105,326,83,357,551,145
2021-05-03,Selangor,1261,4552,129,152,106,155,591,328
2021-05-03,Terengganu,288,1267,9,6,3,3,64,26
2021-05-03,W.P. Kuala Lumpur,348,3930,2,35,0,15,161,54
2021-05-03,W.P. Labuan,25,112,0,0,0,0,1,2
2021-05-04,Johor,894,4626,132,126,86,65,643,138
2021-05-04,Kedah,215,1781,4,13,1,27,168,4
2021-05-04,Kelantan,510,2570,4,61,2,64,425,7
2021-05-04,Melaka,125,1033,1,21,0,8,91,7
2021-05-04,Negeri Sembilan,503,1204,0,32,0,14,181,2
2021-05-04,Pahang,701,2113,4,18,1,8,70,8
2021-05-04,Perak,288,2653,1,33,0,6,158,9
2021-05-04,Perlis,57,493,6,0,2,1,6,8
2021-05-04,Pulau Pinang,248,1242,0,29,0,15,157,0
2021-05-04,Sabah,671,2804,8,21,14,31,201,33
2021-05-04,Sarawak,824,2632,129,442,89,340,547,191
2021-05-04,Selangor,1261,4552,148,144,111,167,574,285
2021-05-04,Terengganu,288,1267,8,11,8,8,67,24
2021-05-04,W.P. Kuala Lumpur,448,3930,22,33,0,12,150,74
2021-05-04,W.P. Labuan,25,112,0,0,0,1,0,2
2021-05-05,Johor,964,4877,101,122,98,63,695,159
2021-05-05,Kedah,252,1781,4,42,0,18,195,4
2021-05-05,Kelantan,534,2570,3,49,4,55,416,6
2021-05-05,Melaka,125,1033,2,21,4,10,102,5
2021-05-05,Negeri Sembilan,503,1204,1,23,1,14,187,2
2021-05-05,Pahang,701,2113,4,23,6,5,89,6
2021-05-05,Perak,312,2655,1,19,0,14,160,11
2021-05-05,Perlis,57,493,7,1,2,2,5,15
2021-05-05,Pulau Pinang,248,1242,0,22,0,25,148,0
2021-05-05,Sabah,671,2804,13,22,2,18,200,41
2021-05-05,Sarawak,839,2632,115,409,163,430,549,164
2021-05-05,Selangor,1261,4552,96,234,42,198,636,313
2021-05-05,Terengganu,288,1267,8,21,6,10,78,26
2021-05-05,W.P. Kuala Lumpur,448,3930,2,38,3,23,238,63
2021-05-05,W.P. Labuan,25,112,0,0,0,0,0,2
2021-05-06,Johor,964,4877,110,132,159,120,700,138
2021-05-06,Kedah,255,1781,1,22,0,25,196,3
2021-05-06,Kelantan,534,2570,4,88,5,63,435,5
2021-05-06,Melaka,125,1033,0,14,0,11,107,5
2021-05-06,Negeri Sembilan,503,1204,0,39,0,26,194,0
2021-05-06,Pahang,701,2113,4,20,3,5,104,7
2021-05-06,Perak,312,2655,0,24,1,9,172,9
2021-05-06,Perlis,57,493,6,2,1,2,4,15
2021-05-06,Pulau Pinang,248,1242,0,44,0,16,172,0
2021-05-06,Sabah,671,2804,9,22,10,26,197,37
2021-05-06,Sarawak,839,2632,174,343,61,305,562,191
2021-05-06,Selangor,1261,4552,132,168,113,150,654,317
2021-05-06,Terengganu,288,1267,8,10,5,11,76,32
2021-05-06,W.P. Kuala Lumpur,448,3930,3,43,3,35,243,61
2021-05-06,W.P. Labuan,25,112,1,0,1,0,0,3
2021-05-07,Johor,1005,4877,135,113,109,88,739,180
2021-05-07,Kedah,255,1781,0,20,0,16,185,2
2021-05-07,Kelantan,534,2570,3,77,5,69,442,3
2021-05-07,Melaka,125,1033,0,18,0,18,107,5
2021-05-07,Negeri Sembilan,503,1204,4,42,1,24,211,5
2021-05-07,Pahang,701,2102,4,31,2,10,123,9
2021-05-07,Perak,312,2655,1,18,0,16,170,8
2021-05-07,Perlis,57,493,1,5,2,0,9,13
2021-05-07,Pulau Pinang,248,1242,0,31,0,23,166,0
2021-05-07,Sabah,671,2804,11,25,7,19,207,42
2021-05-07,Sarawak,839,2632,114,355,93,477,520,167
2021-05-07,Selangor,1261,4545,138,191,96,150,717,313
2021-05-07,Terengganu,288,1267,12,15,2,6,85,42
2021-05-07,W.P. Kuala Lumpur,452,3930,4,52,7,19,272,60
2021-05-07,W.P. Labuan,25,112,0,1,0,0,1,3
2021-05-08,Johor,1005,4877,104,100,89,74,754,141
2021-05-08,Kedah,255,1781,5,29,0,22,193,6
2021-05-08,Kelantan,534,2570,2,63,1,74,424,4
2021-05-08,Melaka,131,1033,0,22,0,3,125,6
2021-05-08,Negeri Sembilan,503,1204,0,39,0,19,226,2
2021-05-08,Pahang,701,2102,2,33,2,14,142,6
2021-05-08,Perak,312,2655,1,21,0,15,176,10
2021-05-08,Perlis,57,493,3,2,8,2,9,8
2021-05-08,Pulau Pinang,248,1261,0,31,0,12,168,0
2021-05-08,Sabah,671,2804,11,18,8,18,209,44
2021-05-08,Sarawak,839,2632,77,366,89,392,529,139
2021-05-08,Selangor,1267,4545,103,174,90,170,699,289
2021-05-08,Terengganu,288,1267,20,19,10,5,101,50
2021-05-08,W.P. Kuala Lumpur,452,3930,3,32,2,17,285,63
2021-05-08,W.P. Labuan,25,112,1,0,0,0,1,4
2021-05-09,Johor,1025,4877,96,102,80,85,770,155
2021-05-09,Kedah,255,1781,6,42,0,11,222,7
2021-05-09,Kelantan,534,2573,5,69,1,43,448,8
2021-05-09,Melaka,131,1033,0,24,1,8,140,5
2021-05-09,Negeri Sembilan,503,1204,3,33,0,22,235,6
2021-05-09,Pahang,701,2102,8,43,3,11,172,10
2021-05-09,Perak,312,2655,1,20,0,23,174,11
2021-05-09,Perlis,57,493,5,1,1,0,10,11
2021-05-09,Pulau Pinang,248,1261,0,37,0,15,178,0
2021-05-09,Sabah,698,2804,9,20,18,21,206,40
2021-05-09,Sarawak,839,2632,139,536,74,285,512,193
2021-05-09,Selangor,1267,4545,79,198,39,181,702,314
2021-05-09,Terengganu,288,1267,4,13,6,10,104,48
2021-05-09,W.P. Kuala Lumpur,542,3930,4,49,10,17,329,59
2021-05-09,W.P. Labuan,25,112,1,0,0,0,1,5
2021-05-10,Johor,1097,4959,99,126,62,101,779,140
2021-05-10,Kedah,255,1781,4,34,0,36,226,7
2021-05-10,Kelantan,552,2573,5,67,9,64,452,4
2021-05-10,Melaka,133,1033,2,25,1,22,143,6
2021-05-10,Negeri Sembilan,503,1204,0,22,2,25,233,4
2021-05-10,Pahang,701,2102,4,38,4,19,190,10
2021-05-10,Perak,320,2655,1,13,1,7,181,8
2021-05-10,Perlis,57,493,3,4,0,0,11,14
2021-05-10,Pulau Pinang,248,1261,0,31,0,14,193,0
2021-05-10,Sabah,698,2804,5,6,8,15,201,36
2021-05-10,Sarawak,839,2632,131,498,68,532,527,198
2021-05-10,Selangor,1487,5486,156,227,99,224,776,401
2021-05-10,Terengganu,288,1267,13,34,15,7,131,37
2021-05-10,W.P. Kuala Lumpur,596,3930,6,60,4,16,382,43
2021-05-10,W.P. Labuan,25,112,0,1,0,0,2,4
2021-05-11,Johor,1171,4955,120,128,95,85,793,147
2021-05-11,Kedah,255,1779,1,38,0,36,234,5
2021-05-11,Kelantan,572,2573,3,56,1,75,427,6
2021-05-11,Melaka,208,1033,3,25,1,8,157,9
2021-05-11,Negeri Sembilan,503,1204,2,62,0,30,260,6
2021-05-11,Pahang,701,2102,5,29,2,18,200,13
2021-05-11,Perak,342,2655,2,17,0,47,146,18
2021-05-11,Perlis,57,493,6,2,3,0,14,18
2021-05-11,Pulau Pinang,248,1261,0,31,0,23,190,0
2021-05-11,Sabah,698,2804,12,17,6,25,192,42
2021-05-11,Sarawak,839,2632,107,371,67,518,502,158
2021-05-11,Selangor,1487,5490,176,186,99,161,802,423
2021-05-11,Terengganu,288,1267,12,17,12,14,133,41
2021-05-11,W.P. Kuala Lumpur,600,3930,1,48,4,22,403,57
2021-05-11,W.P. Labuan,25,112,0,0,2,1,4,2
2021-05-11,W.P. Putrajaya,10,371,0,0,0,0,4,0
2021-05-12,Johor,1171,4955,95,145,113,118,811,145
2021-05-12,Kedah,283,1779,0,32,0,26,233,3
2021-05-12,Kelantan,578,2573,4,84,5,81,423,5
2021-05-12,Melaka,208,1033,7,12,4,11,158,12
2021-05-12,Negeri Sembilan,503,1204,2,36,0,28,260,8
2021-05-12,Pahang,701,2102,0,49,7,24,222,3
2021-05-12,Perak,342,2655,2,22,0,10,157,14
2021-05-12,Perlis,57,493,4,2,10,3,13,9
2021-05-12,Pulau Pinang,248,1256,0,35,0,26,196,0
2021-05-12,Sabah,698,2804,9,56,11,28,206,39
2021-05-12,Sarawak,839,2632,148,510,110,483,552,172
2021-05-12,Selangor,1487,5495,155,218,131,183,809,346
2021-05-12,Terengganu,288,1267,13,19,13,18,133,43
2021-05-12,W.P. Kuala Lumpur,600,3930,14,75,0,42,439,62
2021-05-12,W.P. Labuan,25,112,0,1,0,0,5,1
2021-05-12,W.P. Putrajaya,28,371,2,0,2,2,2,5
2021-05-13,Johor,1171,4955,81,130,71,119,813,137
2021-05-13,Kedah,406,1859,3,55,0,32,269,5
2021-05-13,Kelantan,574,2573,3,81,5,88,415,3
2021-05-13,Melaka,208,1029,3,23,3,14,167,12
2021-05-13,Negeri Sembilan,503,1204,4,43,6,38,257,6
2021-05-13,Pahang,701,2102,3,26,1,30,224,5
2021-05-13,Perak,342,2655,2,31,1,17,170,13
2021-05-13,Perlis,57,496,9,0,3,2,7,12
2021-05-13,Pulau Pinang,248,1252,0,47,0,28,199,0
2021-05-13,Sabah,698,2804,9,38,11,17,211,35
2021-05-13,Sarawak,839,2632,153,421,201,483,531,164
2021-05-13,Selangor,1487,5495,186,248,195,240,835,406
2021-05-13,Terengganu,288,1267,10,17,12,21,128,48
2021-05-13,W.P. Kuala Lumpur,600,3930,4,73,4,26,456,56
2021-05-13,W.P. Labuan,25,112,0,0,0,0,4,1
2021-05-13,W.P. Putrajaya,28,377,0,3,5,2,3,0
2021-05-14,Johor,1171,4954,60,116,59,70,884,116
2021-05-14,Kedah,406,1859,6,36,0,29,273,8
2021-05-14,Kelantan,574,2563,7,54,3,72,396,7
2021-05-14,Melaka,208,1029,9,26,9,16,177,12
2021-05-14,Negeri Sembilan,503,1204,1,38,6,38,255,1
2021-05-14,Pahang,701,2102,2,23,0,32,214,6
2021-05-14,Perak,342,2655,0,38,0,21,184,10
2021-05-14,Perlis,57,496,3,1,4,0,8,12
2021-05-14,Pulau Pinang,248,1252,0,45,0,24,210,0
2021-05-14,Sabah,698,2804,6,21,2,17,197,38
2021-05-14,Sarawak,839,2632,84,282,49,398,547,159
2021-05-14,Selangor,1487,5484,121,214,90,166,876,354
2021-05-14,Terengganu,288,1267,2,23,7,17,133,45
2021-05-14,W.P. Kuala Lumpur,659,3909,3,47,4,28,488,64
2021-05-14,W.P. Labuan,25,112,0,0,0,1,3,1
2021-05-14,W.P. Putrajaya,28,377,0,1,0,0,4,0
2021-05-15,Johor,1182,4954,170,115,68,124,894,159
2021-05-15,Kedah,406,1846,3,35,0,23,290,5
2021-05-15,Kelantan,574,2563,6,100,3,62,424,10
2021-05-15,Melaka,208,1029,7,18,3,28,167,16
2021-05-15,Negeri Sembilan,503,1204,8,58,0,34,263,9
2021-05-15,Pahang,701,2102,4,30,5,34,209,5
2021-05-15,Perak,342,2655,1,42,2,16,207,15
2021-05-15,Perlis,57,496,3,3,0,0,8,10
2021-05-15,Pulau Pinang,248,1252,0,36,0,17,213,0
2021-05-15,Sabah,698,2804,8,24,11,21,188,36
2021-05-15,Sarawak,839,2632,89,308,73,382,511,158
2021-05-15,Selangor,1580,5484,161,227,135,200,906,339
2021-05-15,Terengganu,288,1267,9,28,21,13,149,30
2021-05-15,W.P. Kuala Lumpur,710,3909,5,73,6,34,515,71
2021-05-15,W.P. Labuan,25,112,0,0,0,0,3,1
2021-05-15,W.P. Putrajaya,28,377,0,3,0,1,6,0
2021-05-16,Johor,1182,4938,114,115,88,95,907,140
2021-05-16,Kedah,406,1846,1,30,0,34,285,6
2021-05-16,Kelantan,574,2563,13,62,0,50,436,23
2021-05-16,Melaka,208,1029,1,22,4,21,168,13
2021-05-16,Negeri Sembilan,503,1204,7,65,2,21,305,13
2021-05-16,Pahang,701,2102,2,64,2,27,236,5
2021-05-16,Perak,342,2653,0,38,1,21,216,10
2021-05-16,Perlis,57,496,3,2,0,0,9,13
2021-05-16,Pulau Pinang,248,1252,0,35,0,26,214,0
2021-05-16,Sabah,698,2804,3,27,9,22,187,33
2021-05-16,Sarawak,839,2632,94,250,50,432,468,166
2021-05-16,Selangor,1580,5464,181,232,111,185,957,383
2021-05-16,Terengganu,288,1267,13,34,3,14,170,37
2021-05-16,W.P. Kuala Lumpur,767,3909,5,56,7,24,536,68
2021-05-16,W.P. Labuan,25,112,0,0,1,0,4,0
2021-05-16,W.P. Putrajaya,14,377,0,2,0,0,8,0
2021-05-17,Johor,1182,4938,127,157,73,78,977,143
2021-05-17,Kedah,406,1844,3,26,0,39,291,6
2021-05-17,Kelantan,574,2563,9,103,23,83,445,9
2021-05-17,Melaka,208,1029,0,25,3,33,170,10
2021-05-17,Negeri Sembilan,503,1204,1,48,3,41,311,11
2021-05-17,Pahang,721,2142,5,57,1,34,266,7
2021-05-17,Perak,352,2640,0,36,0,26,216,11
2021-05-17,Perlis,57,496,11,1,4,0,8,20
2021-05-17,Pulau Pinang,248,1250,0,45,0,24,224,0
2021-05-17,Sabah,698,2808,6,31,2,16,202,39
2021-05-17,Sarawak,839,2632,106,282,71,393,520,152
2021-05-17,Selangor,1580,5435,168,239,111,193,1019,358
2021-05-17,Terengganu,288,1267,11,17,7,16,171,36
2021-05-17,W.P. Kuala Lumpur,767,3901,4,69,6,34,553,64
2021-05-17,W.P. Labuan,25,112,1,1,0,0,4,1
2021-05-17,W.P. Putrajaya,14,377,0,3,0,2,9,0
2021-05-18,Johor,1196,4938,104,123,93,115,964,152
2021-05-18,Kedah,406,1844,2,36,0,21,300,5
2021-05-18,Kelantan,574,2563,6,73,7,64,454,8
2021-05-18,Melaka,208,1009,2,19,3,10,178,10
2021-05-18,Negeri Sembilan,503,1204,2,55,3,39,318,10
2021-05-18,Pahang,721,2142,14,37,6,34,262,15
2021-05-18,Perak,362,2640,1,33,1,31,217,14
2021-05-18,Perlis,57,496,6,3,6,1,10,15
2021-05-18,Pulau Pinang,248,1247,0,28,0,10,224,0
2021-05-18,Sabah,698,2808,8,46,5,33,211,38
2021-05-18,Sarawak,839,2632,122,376,72,391,502,156
2021-05-18,Selangor,1623,5433,148,231,70,202,521,874
2021-05-18,Terengganu,288,1267,11,33,9,24,180,39
2021-05-18,W.P. Kuala Lumpur,767,3901,16,76,4,35,576,71
2021-05-18,W.P. Labuan,25,112,2,0,0,0,4,3
2021-05-18,W.P. Putrajaya,20,377,1,2,0,0,11,2
2021-05-19,Johor,1196,4938,137,185,86,127,993,212
2021-05-19,Kedah,406,1844,0,36,0,14,331,3
2021-05-19,Kelantan,574,2563,8,88,4,62,472,12
2021-05-19,Melaka,208,1009,8,22,5,21,179,13
2021-05-19,Negeri Sembilan,503,1204,1,55,4,25,318,7
2021-05-19,Pahang,728,2142,7,56,3,24,304,20
2021-05-19,Perak,362,2640,1,40,1,20,237,12
2021-05-19,Perlis,57,493,9,3,6,0,14,19
2021-05-19,Pulau Pinang,248,1247,0,38,0,32,223,0
2021-05-19,Sabah,698,2808,7,33,2,17,227,41
2021-05-19,Sarawak,839,2632,137,358,62,331,498,184
2021-05-19,Selangor,1712,5433,172,260,100,218,1074,400
2021-05-19,Terengganu,324,1267,10,40,4,24,193,44
2021-05-19,W.P. Kuala Lumpur,849,3901,12,86,9,51,596,83
2021-05-19,W.P. Labuan,25,112,10,0,0,2,2,13
2021-05-19,W.P. Putrajaya,20,377,2,2,2,0,13,2
2021-05-20,Johor,1196,4938,137,178,88,182,1000,164
2021-05-20,Kedah,502,2559,4,46,0,15,364,4
2021-05-20,Kelantan,574,2563,7,81,5,72,479,14
2021-05-20,Melaka,208,1009,9,25,7,26,178,15
2021-05-20,Negeri Sembilan,503,1198,12,78,7,24,366,12
2021-05-20,Pahang,728,2142,7,60,11,59,307,15
2021-05-20,Perak,362,2640,2,44,1,13,265,6
2021-05-20,Perlis,57,493,7,5,4,0,16,14
2021-05-20,Pulau Pinang,294,1247,0,45,0,39,227,0
2021-05-20,Sabah,717,2804,12,47,7,16,262,45
2021-05-20,Sarawak,839,2632,104,338,72,383,495,192
2021-05-20,Selangor,1752,5431,148,279,82,224,1142,405
2021-05-20,Terengganu,324,1267,11,43,4,35,199,44
2021-05-20,W.P. Kuala Lumpur,886,4090,8,83,16,64,659,76
2021-05-20,W.P. Labuan,25,112,10,3,0,0,5,23
2021-05-20,W.P. Putrajaya,20,377,3,3,2,2,14,3
2021-05-21,Johor,1248,4938,129,177,91,127,1014,200
2021-05-21,Kedah,479,2559,1,73,0,26,411,10
2021-05-21,Kelantan,574,2563,7,72,11,86,462,10
2021-05-21,Melaka,208,1009,6,29,6,14,191,17
2021-05-21,Negeri Sembilan,503,1198,9,74,2,35,395,19
2021-05-21,Pahang,728,2142,4,62,10,47,323,9
2021-05-21,Perak,436,2640,1,41,1,21,278,13
2021-05-21,Perlis,57,493,7,2,3,1,13,17
2021-05-21,Pulau Pinang,294,1247,0,43,0,50,228,0
2021-05-21,Sabah,717,2804,16,25,16,8,171,38
2021-05-21,Sarawak,839,2632,140,399,68,424,495,190
2021-05-21,Selangor,1762,5431,165,239,99,186,1187,392
2021-05-21,Terengganu,324,1267,18,32,10,28,202,58
2021-05-21,W.P. Kuala Lumpur,886,4059,5,93,6,42,678,80
2021-05-21,W.P. Labuan,25,112,16,1,2,0,6,38
2021-05-21,W.P. Putrajaya,20,377,3,2,3,6,10,0
2021-05-22,Johor,1248,4952,102,155,92,124,1021,197
2021-05-22,Kedah,479,2559,11,38,0,27,420,18
2021-05-22,Kelantan,574,2563,9,85,8,66,466,11
2021-05-22,Melaka,208,1009,6,45,3,19,214,20
2021-05-22,Negeri Sembilan,545,1274,7,119,7,25,468,16
2021-05-22,Pahang,728,2142,6,33,1,53,301,14
2021-05-22,Perak,436,2640,0,43,0,28,286,11
2021-05-22,Perlis,85,472,4,4,4,1,15,14
2021-05-22,Pulau Pinang,294,1247,0,39,0,45,245,0
2021-05-22,Sabah,717,2804,13,40,14,23,290,48
2021-05-22,Sarawak,839,2632,118,445,71,391,492,172
2021-05-22,Selangor,1850,5431,174,248,101,251,1192,409
2021-05-22,Terengganu,324,1267,13,19,7,18,197,63
2021-05-22,W.P. Kuala Lumpur,901,4059,12,96,10,71,698,81
2021-05-22,W.P. Labuan,25,112,0,5,0,0,11,24
2021-05-22,W.P. Putrajaya,20,377,1,2,3,4,8,1
2021-05-23,Johor,1248,4950,84,205,69,136,1074,171
2021-05-23,Kedah,479,2559,3,46,0,26,436,13
2021-05-23,Kelantan,580,2563,20,81,6,60,482,25
2021-05-23,Melaka,208,1009,0,4,7,18,233,19
2021-05-23,Negeri Sembilan,545,1274,13,106,4,42,514,22
2021-05-23,Pahang,728,2142,10,85,4,60,325,20
2021-05-23,Perak,436,2640,2,34,0,42,270,16
2021-05-23,Perlis,85,472,7,3,3,0,15,18
2021-05-23,Pulau Pinang,294,1247,0,35,0,43,248,0
2021-05-23,Sabah,717,2804,7,21,6,15,186,45
2021-05-23,Sarawak,839,2632,149,356,75,346,518,153
2021-05-23,Selangor,1945,5409,196,251,90,218,1247,473
2021-05-23,Terengganu,324,1267,9,30,9,23,204,50
2021-05-23,W.P. Kuala Lumpur,901,4023,21,151,20,124,715,77
2021-05-23,W.P. Labuan,25,112,0,2,3,0,13,17
2021-05-23,W.P. Putrajaya,20,377,1,2,3,4,8,1
2021-05-24,Johor,1250,4950,122,142,72,136,1081,202
2021-05-24,Kedah,479,2559,1,63,0,28,497,3
2021-05-24,Kelantan,580,2563,15,86,12,83,481,28
2021-05-24,Melaka,208,1009,3,30,8,26,237,14
2021-05-24,Negeri Sembilan,683,1367,5,116,10,52,528,17
2021-05-24,Pahang,728,2142,7,65,5,27,358,17
2021-05-24,Perak,436,2640,3,40,1,22,292,20
2021-05-24,Perlis,85,472,4,2,4,2,15,14
2021-05-24,Pulau Pinang,294,1247,0,44,0,36,244,0
2021-05-24,Sabah,697,2804,11,41,10,18,327,47
2021-05-24,Sarawak,839,2632,133,359,66,303,538,177
2021-05-24,Selangor,1945,5457,178,265,110,231,1281,486
2021-05-24,Terengganu,324,1267,13,37,9,7,232,53
2021-05-24,W.P. Kuala Lumpur,970,4023,7,106,3,44,750,68
2021-05-24,W.P. Labuan,25,112,0,0,2,0,12,4
2021-05-24,W.P. Putrajaya,20,377,1,4,4,1,14,3
2021-05-25,Johor,1281,4998,127,145,91,155,1086,216
2021-05-25,Kedah,605,2559,2,58,1,59,515,4
2021-05-25,Kelantan,580,2563,8,69,12,82,474,24
2021-05-25,Melaka,208,1009,2,20,5,15,262,11
2021-05-25,Negeri Sembilan,683,1367,5,114,8,51,567,14
2021-05-25,Pahang,728,2142,10,73,6,53,375,18
2021-05-25,Perak,432,2640,5,41,0,35,294,20
2021-05-25,Perlis,85,472,1,4,1,0,19,12
2021-05-25,Pulau Pinang,294,1241,0,42,0,44,248,0
2021-05-25,Sabah,697,2804,20,51,4,26,331,61
2021-05-25,Sarawak,839,2634,112,412,56,416,522,238
2021-05-25,Selangor,1946,5457,183,275,119,265,1269,505
2021-05-25,Terengganu,374,1367,11,36,6,21,247,59
2021-05-25,W.P. Kuala Lumpur,970,4021,2,111,4,77,789,57
2021-05-25,W.P. Labuan,25,112,1,2,0,0,14,5
2021-05-25,W.P. Putrajaya,20,377,2,2,3,1,15,2
2021-05-26,Johor,1281,4998,126,225,90,160,1138,246
2021-05-26,Kedah,605,2559,4,79,0,56,522,4
2021-05-26,Kelantan,580,2560,6,57,6,72,453,24
